Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Host,Isolation_Source,Collection_Date
KC762629,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-IF039,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,3/15/08
KC762630,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2097,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,2/6/08
KC762631,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0395,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,2/15/08
KC762632,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0248,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,8/31/07
KC762633,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2216,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,4/18/08
KC762634,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2201,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,4/10/08
KC762635,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0088,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,10/3/07
KC762636,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0080,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,9/27/07
KC762637,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0352,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,12/11/07
KC762638,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2004,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,2/6/08
KC762639,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-WS81,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,4/6/10
KC762640,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2029,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,8/4/08
KC762641,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2147,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,2/25/08
KC762642,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-WS88,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,7/8/10
KC762643,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0398,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,2/15/08
KC762644,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2094,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,2/6/08
KC762645,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2040,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,2/15/08
KC762646,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0344,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,8/8/07
KC762647,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-WS72,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,3/3/10
KC762648,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-2194,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,4/7/08
KC762649,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0055,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,7/5/07
KC762650,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0109,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,6/13/07
KC762651,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0483,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,12/11/07
KC762652,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-1001,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,4/4/08
KC762653,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0486,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,2/1/08
KC762654,dengue virus 1,"Sasmono,R.T., Wahid,I., Trimarsanto,H., Yohan,B., Wahyuni,S., Hertanto,M., Yusuf,I., Mubin,H., Ganda,I.J., Latief,R., Bifani,P.J., Shi,P.Y., Schreiber,M.J., Sasmono,T., Bifani,P., Shi,P.-Y.",Eijkman Institute for Molecular Biology,Indonesia,1/17/15,MKS-0077,Orthoflavivirus denguei,10735,complete,Indonesia,Homo sapiens,blood,7/24/07
KF887994,dengue virus type I,"Plyasunova,I.V., Chausov,E.V., Sementsova,A.O., Ternovoi,V.A., Pyankov,O.V., Plyasunov,I.V., Bulychev,L.E., Loktev,V.B., Agafonov,A.P.","State Research Center of Virology and Biotechnology Vector, Department of Molecular Virology for Flaviviruses and Viral Hepatitis",Russia,2/16/14,DENV-1/8/Thailand/01/2013,Orthoflavivirus denguei,10733,partial,Thailand,Homo sapiens,blood,2013-01
KF955446,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/19/14,DENV-1/VN/BID-V3909/2008,Orthoflavivirus denguei,10470,complete,Vietnam,Homo sapiens,blood,2008
KF921934,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V2688/2006,Orthoflavivirus denguei,10447,complete,Vietnam,Homo sapiens,blood,2006
KF921935,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V2750/2007,Orthoflavivirus denguei,10528,complete,Vietnam,Homo sapiens,blood,2007
KF921936,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V2866/2006,Orthoflavivirus denguei,10239,partial,Vietnam,Homo sapiens,blood,2006
KF921939,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3877/2008,Orthoflavivirus denguei,10291,partial,Vietnam,Homo sapiens,blood,2008
KF921940,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3901/2008,Orthoflavivirus denguei,10715,partial,Vietnam,Homo sapiens,blood,2008
KF921941,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3908/2008,Orthoflavivirus denguei,10177,partial,Vietnam,Homo sapiens,blood,2008
KF921942,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3910/2008,Orthoflavivirus denguei,10374,complete,Vietnam,Homo sapiens,blood,2008
KF921943,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3931/2008,Orthoflavivirus denguei,10254,partial,Vietnam,Homo sapiens,blood,2008
KF921944,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3936/2008,Orthoflavivirus denguei,10186,partial,Vietnam,Homo sapiens,blood,2008
KF921945,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3948/2008,Orthoflavivirus denguei,10141,partial,Vietnam,Homo sapiens,blood,2008
KF921946,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3951/2008,Orthoflavivirus denguei,10208,partial,Vietnam,Homo sapiens,blood,2008
KF921947,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3954/2008,Orthoflavivirus denguei,10153,partial,Vietnam,Homo sapiens,blood,2008
KF921948,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3970/2008,Orthoflavivirus denguei,10834,partial,Vietnam,Homo sapiens,blood,2008
KF921949,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3972/2008,Orthoflavivirus denguei,10449,complete,Vietnam,Homo sapiens,blood,2008
KF921950,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V3993/2008,Orthoflavivirus denguei,10185,partial,Vietnam,Homo sapiens,blood,2008
KF921951,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/12/14,DENV-1/VN/BID-V4061/2008,Orthoflavivirus denguei,10252,partial,Vietnam,Homo sapiens,blood,2008
KC172829,dengue virus type I,"Dubot-Peres,A., Vongphrachanh,P., Denny,J., Phetsouvanh,R., Linthavong,S., Sengkeopraseuth,B., Khasing,A., Xaythideth,V., Moore,C.E., Vongsouvath,M., Castonguay-Vanier,J., Sibounheuang,B., Taojaikong,T., Chanthongthip,A., de Lamballerie,X., Newton,P.N.","Institut de Recherche pour le Developpement, UMR190 Emergence des Pathologies Humaines",France,8/26/13,XB998_Laos_2008,Orthoflavivirus denguei,10629,partial,Laos,Homo sapiens,,12/15/08
KC172834,dengue virus type I,"Dubot-Peres,A., Vongphrachanh,P., Denny,J., Phetsouvanh,R., Linthavong,S., Sengkeopraseuth,B., Khasing,A., Xaythideth,V., Moore,C.E., Vongsouvath,M., Castonguay-Vanier,J., Sibounheuang,B., Taojaikong,T., Chanthongthip,A., de Lamballerie,X., Newton,P.N.","Institut de Recherche pour le Developpement, UMR190 Emergence des Pathologies Humaines",France,8/26/13,SV68_Laos_2008,Orthoflavivirus denguei,10648,partial,Laos,Homo sapiens,,10/6/08
KC172835,dengue virus type I,"Dubot-Peres,A., Vongphrachanh,P., Denny,J., Phetsouvanh,R., Linthavong,S., Sengkeopraseuth,B., Khasing,A., Xaythideth,V., Moore,C.E., Vongsouvath,M., Castonguay-Vanier,J., Sibounheuang,B., Taojaikong,T., Chanthongthip,A., de Lamballerie,X., Newton,P.N.","Institut de Recherche pour le Developpement, UMR190 Emergence des Pathologies Humaines",France,8/26/13,UI13412_Laos_2008,Orthoflavivirus denguei,10641,partial,Laos,Homo sapiens,,12/24/08
HG316481,dengue virus type I,"Fansiri,T., Fontaine,A., Diancourt,L., Caro,V., Thaisomboonsuk,B., Richardson,J.H., Jarman,R.G., Ponlawat,A., Lambrechts,L.","Pathogens and Public Health, Institut Pasteur, Genotyping of, 28 rue du docteur Roux, Paris, 75015",France,8/15/13,KDH0026A,Orthoflavivirus denguei,10735,complete,Thailand,,,2010
HG316482,dengue virus type I,"Fansiri,T., Fontaine,A., Diancourt,L., Caro,V., Thaisomboonsuk,B., Richardson,J.H., Jarman,R.G., Ponlawat,A., Lambrechts,L.","Pathogens and Public Health, Institut Pasteur, Genotyping of, 28 rue du docteur Roux, Paris, 75015",France,8/15/13,KDH0030A,Orthoflavivirus denguei,10735,complete,Thailand,,,2010
JN697056,dengue virus type I,"Chem,Y.K., Chua,K.B., Yasmin,A.M.","Natonal Public Health Laboratory, Microbiology",Malaysia,2/1/12,DH/S1/05/04,Orthoflavivirus denguei,10735,complete,Malaysia,Homo sapiens,,1/1/05
JN697057,dengue virus type I,"Chem,Y.K., Chua,K.B., Yasmin,A.M.","Natonal Public Health Laboratory, Microbiology",Malaysia,2/1/12,DH/S1/05/154,Orthoflavivirus denguei,10735,complete,Malaysia,Homo sapiens,,1/11/05
JN697058,dengue virus type I,"Chem,Y.K., Chua,K.B., Yasmin,A.M.","Natonal Public Health Laboratory, Microbiology",Malaysia,2/1/12,DH/S1/05/152,Orthoflavivirus denguei,10735,complete,Malaysia,Homo sapiens,,1/12/05
JN544407,dengue virus 1,"Lo,S.S.C., Xu,H.Q.R., Chua,R.C.R., Tan,S.W.S., Pok,K.Y., Tan,L.K., Lee,K.S., Ng,L.C.","Environmental Health Institute, National Environment Agency",Singapore,1/23/12,SG(EHI)D1/15834Y11,Orthoflavivirus denguei,10714,partial,Singapore,Homo sapiens,blood,2011-04
JN544409,dengue virus 1,"Lo,S.S.C., Xu,H.Q.R., Chua,R.C.R., Tan,S.W.S., Pok,K.Y., Tan,L.K., Lee,K.S., Ng,L.C.","Environmental Health Institute, National Environment Agency",Singapore,1/23/12,SG(EHI)D1/09106Y11,Orthoflavivirus denguei,10735,partial,Singapore,Homo sapiens,blood,2011-03
JN544410,dengue virus 1,"Lo,S.S.C., Xu,H.Q.R., Chua,R.C.R., Tan,S.W.S., Pok,K.Y., Tan,L.K., Lee,K.S., Ng,L.C.","Environmental Health Institute, National Environment Agency",Singapore,1/23/12,SG(EHI)D1/14158Y11,Orthoflavivirus denguei,10735,partial,Singapore,Homo sapiens,blood,2011-04
JN544411,dengue virus 1,"Lo,S.S.C., Xu,H.Q.R., Chua,R.C.R., Tan,S.W.S., Pok,K.Y., Tan,L.K., Lee,K.S., Ng,L.C.","Environmental Health Institute, National Environment Agency",Singapore,1/23/12,SG(EHI)D1/60330Y11,Orthoflavivirus denguei,10735,partial,Singapore,Homo sapiens,blood,2011-01
